Regulator_name	Gene stable ID	Transcript stable ID	Regulator_type
A1CF	ENSG00000148584	ENST00000855074	TF
A1CF	ENSG00000148584	ENST00000855075	TF
A1CF	ENSG00000148584	ENST00000855076	TF
A1CF	ENSG00000148584	ENST00000855077	TF
A1CF	ENSG00000148584	ENST00000855078	TF
A1CF	ENSG00000148584	ENST00000855079	TF
A1CF	ENSG00000148584	ENST00000855080	TF
A1CF	ENSG00000148584	ENST00000855081	TF
ABCF2	ENSG00000033050	ENST00000287844	TF
ABCF2	ENSG00000033050	ENST00000473874	TF
ABCF2	ENSG00000033050	ENST00000468073	TF
ABCF2	ENSG00000033050	ENST00000441774	TF
ABCF2	ENSG00000033050	ENST00000477252	TF
ABCF2	ENSG00000033050	ENST00000889547	TF
ABCF2	ENSG00000033050	ENST00000889548	TF
ABCF2	ENSG00000033050	ENST00000889549	TF
ABCF2	ENSG00000033050	ENST00000889550	TF
ABCF2	ENSG00000033050	ENST00000889551	TF
ABCF2	ENSG00000033050	ENST00000889552	TF
ABCF2	ENSG00000033050	ENST00000889553	TF
ABCF2	ENSG00000033050	ENST00000889554	TF
ABCF2	ENSG00000033050	ENST00000889555	TF
ABCF2	ENSG00000033050	ENST00000889556	TF
ABCF2	ENSG00000033050	ENST00000926792	TF
ABCF2	ENSG00000033050	ENST00000926793	TF
ABCF2	ENSG00000033050	ENST00000926794	TF
ABCF2	ENSG00000033050	ENST00000926795	TF
ABCF2	ENSG00000033050	ENST00000970627	TF
ABCF2	ENSG00000033050	ENST00000970628	TF
ABL1	ENSG00000097007	ENST00000372348	TF
ABL1	ENSG00000097007	ENST00000393293	TF
ABL1	ENSG00000097007	ENST00000318560	TF
ABL1	ENSG00000097007	ENST00000929253	TF
ABL1	ENSG00000097007	ENST00000929254	TF
ABL1	ENSG00000097007	ENST00000929255	TF
ACAA1	ENSG00000060971	ENST00000451419	TF
ACAA1	ENSG00000060971	ENST00000301810	TF
ACAA1	ENSG00000060971	ENST00000411549	TF
ACAA1	ENSG00000060971	ENST00000625927	TF
ACAA1	ENSG00000060971	ENST00000333167	TF
ACAA1	ENSG00000060971	ENST00000469559	TF
ACAA1	ENSG00000060971	ENST00000480865	TF
ACAA1	ENSG00000060971	ENST00000450296	TF
ACAA1	ENSG00000060971	ENST00000452171	TF
ACAA1	ENSG00000060971	ENST00000469600	TF
ACAA1	ENSG00000060971	ENST00000421218	TF
ACAA1	ENSG00000060971	ENST00000440176	TF
ACAA1	ENSG00000060971	ENST00000447223	TF
ACAA1	ENSG00000060971	ENST00000418880	TF
ACAA1	ENSG00000060971	ENST00000465181	TF
ACAA1	ENSG00000060971	ENST00000484284	TF
ACAA1	ENSG00000060971	ENST00000460424	TF
ACAA1	ENSG00000060971	ENST00000489559	TF
ACAA1	ENSG00000060971	ENST00000896221	TF
ACAA1	ENSG00000060971	ENST00000896222	TF
ACAA1	ENSG00000060971	ENST00000896223	TF
ACAA1	ENSG00000060971	ENST00000896224	TF
ACAA1	ENSG00000060971	ENST00000896225	TF
ACAA1	ENSG00000060971	ENST00000896226	TF
ACAA1	ENSG00000060971	ENST00000896227	TF
ACAA1	ENSG00000060971	ENST00000896228	TF
ACAA1	ENSG00000060971	ENST00000896229	TF
ACAA1	ENSG00000060971	ENST00000955504	TF
ACAA1	ENSG00000060971	ENST00000955505	TF
ACAA1	ENSG00000060971	ENST00000955506	TF
ACO1	ENSG00000122729	ENST00000541043	TF
ACO1	ENSG00000122729	ENST00000379923	TF
ACO1	ENSG00000122729	ENST00000309951	TF
ACO1	ENSG00000122729	ENST00000904450	TF
ACO1	ENSG00000122729	ENST00000904451	TF
ACO1	ENSG00000122729	ENST00000904452	TF
ACO1	ENSG00000122729	ENST00000904453	TF
ACO1	ENSG00000122729	ENST00000904454	TF
ACO1	ENSG00000122729	ENST00000904455	TF
ACO1	ENSG00000122729	ENST00000904456	TF
ACO1	ENSG00000122729	ENST00000904457	TF
ACO1	ENSG00000122729	ENST00000904458	TF
ACO1	ENSG00000122729	ENST00000904459	TF
ACO1	ENSG00000122729	ENST00000904460	TF
ACO1	ENSG00000122729	ENST00000904461	TF
ACO1	ENSG00000122729	ENST00000904462	TF
ACO1	ENSG00000122729	ENST00000904463	TF
ACO1	ENSG00000122729	ENST00000904464	TF
ACO1	ENSG00000122729	ENST00000904465	TF
ACO1	ENSG00000122729	ENST00000963206	TF
ACO1	ENSG00000122729	ENST00000963207	TF
ACO1	ENSG00000122729	ENST00000963208	TF
ACO1	ENSG00000122729	ENST00000963209	TF
ACO1	ENSG00000122729	ENST00000963210	TF
ACO1	ENSG00000122729	ENST00000963211	TF
ACO1	ENSG00000122729	ENST00000963212	TF
ACO1	ENSG00000122729	ENST00000963213	TF
ACO1	ENSG00000122729	ENST00000963214	TF
ADARB1	ENSG00000197381	ENST00000462214	TF
ADARB1	ENSG00000197381	ENST00000460734	TF
ADARB1	ENSG00000197381	ENST00000348831	TF
ADARB1	ENSG00000197381	ENST00000389861	TF
ADARB1	ENSG00000197381	ENST00000389863	TF
ADARB1	ENSG00000197381	ENST00000492414	TF
ADARB1	ENSG00000197381	ENST00000496664	TF
ADARB1	ENSG00000197381	ENST00000449478	TF
ADARB1	ENSG00000197381	ENST00000464215	TF
ADARB1	ENSG00000197381	ENST00000705392	TF
ADARB1	ENSG00000197381	ENST00000705393	TF
ADARB1	ENSG00000197381	ENST00000360697	TF
ADARB1	ENSG00000197381	ENST00000481022	TF
ADARB1	ENSG00000197381	ENST00000631642	TF
ADARB1	ENSG00000197381	ENST00000874894	TF
ADARB1	ENSG00000197381	ENST00000913573	TF
ADARB1	ENSG00000197381	ENST00000962803	TF
ADARB1	ENSG00000197381	ENST00000962804	TF
ADNP	ENSG00000101126	ENST00000371602	TF
ADNP	ENSG00000101126	ENST00000621696	TF
ADNP	ENSG00000101126	ENST00000673732	TF
ADNP	ENSG00000101126	ENST00000644386	TF
ADNP	ENSG00000101126	ENST00000396029	TF
ADNP	ENSG00000101126	ENST00000396032	TF
ADNP	ENSG00000101126	ENST00000349014	TF
ADNP	ENSG00000101126	ENST00000645081	TF
ADNP	ENSG00000101126	ENST00000642364	TF
ADNP	ENSG00000101126	ENST00000908532	TF
ADNP	ENSG00000101126	ENST00000908533	TF
ADNP	ENSG00000101126	ENST00000933179	TF
ADNP	ENSG00000101126	ENST00000933180	TF
ADNP	ENSG00000101126	ENST00000933181	TF
ADNP	ENSG00000101126	ENST00000933182	TF
ADNP	ENSG00000101126	ENST00000971605	TF
ADNP	ENSG00000101126	ENST00000971606	TF
ADNP2	ENSG00000101544	ENST00000262198	TF
ADNP2	ENSG00000101544	ENST00000560752	TF
ADNP2	ENSG00000101544	ENST00000559951	TF
ADNP2	ENSG00000101544	ENST00000560561	TF
ADNP2	ENSG00000101544	ENST00000561195	TF
ADNP2	ENSG00000101544	ENST00000929371	TF
ADNP2	ENSG00000101544	ENST00000929372	TF
ADNP2	ENSG00000101544	ENST00000929373	TF
ADNP2	ENSG00000101544	ENST00000929374	TF
AEBP2	ENSG00000139154	ENST00000538425	TF
AEBP2	ENSG00000139154	ENST00000541908	TF
AEBP2	ENSG00000139154	ENST00000266508	TF
AEBP2	ENSG00000139154	ENST00000398864	TF
AEBP2	ENSG00000139154	ENST00000673644	TF
AEBP2	ENSG00000139154	ENST00000360995	TF
AEBP2	ENSG00000139154	ENST00000673824	TF
AEBP2	ENSG00000139154	ENST00000512223	TF
AEBP2	ENSG00000139154	ENST00000398731	TF
AFF4	ENSG00000072364	ENST00000265343	TF
AFF4	ENSG00000072364	ENST00000378595	TF
AFF4	ENSG00000072364	ENST00000478588	TF
AFF4	ENSG00000072364	ENST00000378593	TF
AFF4	ENSG00000072364	ENST00000425658	TF
AFF4	ENSG00000072364	ENST00000477369	TF
AFF4	ENSG00000072364	ENST00000491831	TF
AFF4	ENSG00000072364	ENST00000465484	TF
AFF4	ENSG00000072364	ENST00000421773	TF
AFF4	ENSG00000072364	ENST00000909435	TF
AFF4	ENSG00000072364	ENST00000944867	TF
AGAP2	ENSG00000135439	ENST00000257897	TF
AGAP2	ENSG00000135439	ENST00000328568	TF
AGAP2	ENSG00000135439	ENST00000547588	TF
AGAP2	ENSG00000135439	ENST00000549129	TF
AGAP2	ENSG00000135439	ENST00000943666	TF
AGGF1	ENSG00000164252	ENST00000503538	TF
AGGF1	ENSG00000164252	ENST00000312916	TF
AGGF1	ENSG00000164252	ENST00000502408	TF
AGGF1	ENSG00000164252	ENST00000506806	TF
AGGF1	ENSG00000164252	ENST00000871352	TF
AGGF1	ENSG00000164252	ENST00000871353	TF
AGGF1	ENSG00000164252	ENST00000920272	TF
AGGF1	ENSG00000164252	ENST00000920273	TF
AGGF1	ENSG00000164252	ENST00000949072	TF
AGMAT	ENSG00000116771	ENST00000375826	TF
AGMAT	ENSG00000116771	ENST00000909207	TF
AGMAT	ENSG00000116771	ENST00000930535	TF
AGMAT	ENSG00000116771	ENST00000930536	TF
AHCTF1	ENSG00000153207	ENST00000470300	TF
AHCTF1	ENSG00000153207	ENST00000366508	TF
AHCTF1	ENSG00000153207	ENST00000326225	TF
AHCTF1	ENSG00000153207	ENST00000648844	TF
AHCTF1	ENSG00000153207	ENST00000498601	TF
AHCTF1	ENSG00000153207	ENST00000483900	TF
AHCTF1	ENSG00000153207	ENST00000477526	TF
AHCTF1	ENSG00000153207	ENST00000916933	TF
AHCTF1	ENSG00000153207	ENST00000916934	TF
AHCTF1	ENSG00000153207	ENST00000944569	TF
AHCTF1	ENSG00000153207	ENST00000944570	TF
AHR	ENSG00000106546	ENST00000645559	TF
AHR	ENSG00000106546	ENST00000642825	TF
AHR	ENSG00000106546	ENST00000242057	TF
AHR	ENSG00000106546	ENST00000463496	TF
AHR	ENSG00000106546	ENST00000475440	TF
AHR	ENSG00000106546	ENST00000481944	TF
AHR	ENSG00000106546	ENST00000492120	TF
AHR	ENSG00000106546	ENST00000964518	TF
AHRR	ENSG00000063438	ENST00000514523	TF
AHRR	ENSG00000063438	ENST00000510400	TF
AHRR	ENSG00000063438	ENST00000316418	TF
AHRR	ENSG00000063438	ENST00000652417	TF
AHRR	ENSG00000063438	ENST00000515206	TF
AHRR	ENSG00000063438	ENST00000504625	TF
AHRR	ENSG00000063438	ENST00000506456	TF
AHRR	ENSG00000063438	ENST00000510910	TF
AHRR	ENSG00000063438	ENST00000511487	TF
AHRR	ENSG00000063438	ENST00000507048	TF
AHRR	ENSG00000063438	ENST00000684583	TF
AHRR	ENSG00000063438	ENST00000911400	TF
AHRR	ENSG00000063438	ENST00000949535	TF
AIRE	ENSG00000160224	ENST00000530812	TF
AIRE	ENSG00000160224	ENST00000527919	TF
AIRE	ENSG00000160224	ENST00000291582	TF
AIRE	ENSG00000160224	ENST00000337909	TF
AIRE	ENSG00000160224	ENST00000397994	TF
AIRE	ENSG00000160224	ENST00000966178	TF
AKR1A1	ENSG00000117448	ENST00000372070	TF
AKR1A1	ENSG00000117448	ENST00000621846	TF
AKR1A1	ENSG00000117448	ENST00000434299	TF
AKR1A1	ENSG00000117448	ENST00000496999	TF
AKR1A1	ENSG00000117448	ENST00000476957	TF
AKR1A1	ENSG00000117448	ENST00000481885	TF
AKR1A1	ENSG00000117448	ENST00000351829	TF
AKR1A1	ENSG00000117448	ENST00000471651	TF
AKR1A1	ENSG00000117448	ENST00000497973	TF
AKR1A1	ENSG00000117448	ENST00000473038	TF
AKR1A1	ENSG00000117448	ENST00000495913	TF
AKR1A1	ENSG00000117448	ENST00000487654	TF
AKR1A1	ENSG00000117448	ENST00000475919	TF
AKR1A1	ENSG00000117448	ENST00000475985	TF
AKR1A1	ENSG00000117448	ENST00000863936	TF
AKR1A1	ENSG00000117448	ENST00000863937	TF
AKR1A1	ENSG00000117448	ENST00000863938	TF
AKR1A1	ENSG00000117448	ENST00000863939	TF
AKR1A1	ENSG00000117448	ENST00000863940	TF
AKR1A1	ENSG00000117448	ENST00000863941	TF
AKR1A1	ENSG00000117448	ENST00000863942	TF
AKR1A1	ENSG00000117448	ENST00000863943	TF
AKR1A1	ENSG00000117448	ENST00000863944	TF
AKR1A1	ENSG00000117448	ENST00000863945	TF
AKR1A1	ENSG00000117448	ENST00000863946	TF
AKR1A1	ENSG00000117448	ENST00000863947	TF
AKR1A1	ENSG00000117448	ENST00000863948	TF
AKR1A1	ENSG00000117448	ENST00000863949	TF
AKR1A1	ENSG00000117448	ENST00000863950	TF
AKR1A1	ENSG00000117448	ENST00000863951	TF
AKR1A1	ENSG00000117448	ENST00000863952	TF
AKR1A1	ENSG00000117448	ENST00000863953	TF
AKR1A1	ENSG00000117448	ENST00000940609	TF
AKR1A1	ENSG00000117448	ENST00000940610	TF
AKR1A1	ENSG00000117448	ENST00000940611	TF
AKR1A1	ENSG00000117448	ENST00000940612	TF
AKR1A1	ENSG00000117448	ENST00000940613	TF
AKR1A1	ENSG00000117448	ENST00000940614	TF
AKR1A1	ENSG00000117448	ENST00000962573	TF
AKR1A1	ENSG00000117448	ENST00000962574	TF
ALX1	ENSG00000180318	ENST00000316824	TF
ALX3	ENSG00000156150	ENST00000647563	TF
ALX3	ENSG00000156150	ENST00000649954	TF
ALX4	ENSG00000052850	ENST00000652299	TF
ANHX	ENSG00000227059	ENST00000419717	TF
ANHX	ENSG00000227059	ENST00000545940	TF
ANHX	ENSG00000227059	ENST00000673940	TF
ANXA1	ENSG00000135046	ENST00000468639	TF
ANXA1	ENSG00000135046	ENST00000456643	TF
ANXA1	ENSG00000135046	ENST00000257497	TF
ANXA1	ENSG00000135046	ENST00000415424	TF
ANXA1	ENSG00000135046	ENST00000376911	TF
ANXA1	ENSG00000135046	ENST00000495713	TF
ANXA1	ENSG00000135046	ENST00000489109	TF
ANXA1	ENSG00000135046	ENST00000491192	TF
ANXA1	ENSG00000135046	ENST00000857789	TF
ANXA1	ENSG00000135046	ENST00000857790	TF
ANXA1	ENSG00000135046	ENST00000857791	TF
ANXA1	ENSG00000135046	ENST00000857792	TF
ANXA1	ENSG00000135046	ENST00000857793	TF
ANXA1	ENSG00000135046	ENST00000857794	TF
ANXA1	ENSG00000135046	ENST00000857795	TF
ANXA1	ENSG00000135046	ENST00000857796	TF
ANXA1	ENSG00000135046	ENST00000857797	TF
ANXA1	ENSG00000135046	ENST00000954795	TF
ANXA1	ENSG00000135046	ENST00000954796	TF
ANXA1	ENSG00000135046	ENST00000954797	TF
ANXA1	ENSG00000135046	ENST00000954798	TF
ANXA1	ENSG00000135046	ENST00000954799	TF
ANXA1	ENSG00000135046	ENST00000954800	TF
ANXA1	ENSG00000135046	ENST00000954801	TF
ANXA1	ENSG00000135046	ENST00000954802	TF
ANXA1	ENSG00000135046	ENST00000954803	TF
ANXA1	ENSG00000135046	ENST00000954804	TF
ANXA1	ENSG00000135046	ENST00000954805	TF
ANXA1	ENSG00000135046	ENST00000954806	TF
ANXA11	ENSG00000122359	ENST00000372231	TF
ANXA11	ENSG00000122359	ENST00000438331	TF
ANXA11	ENSG00000122359	ENST00000422982	TF
ANXA11	ENSG00000122359	ENST00000463340	TF
ANXA11	ENSG00000122359	ENST00000447489	TF
ANXA11	ENSG00000122359	ENST00000481805	TF
ANXA11	ENSG00000122359	ENST00000437799	TF
ANXA11	ENSG00000122359	ENST00000463657	TF
ANXA11	ENSG00000122359	ENST00000474545	TF
ANXA11	ENSG00000122359	ENST00000265447	TF
ANXA11	ENSG00000122359	ENST00000856386	TF
ANXA11	ENSG00000122359	ENST00000856387	TF
ANXA11	ENSG00000122359	ENST00000856388	TF
ANXA11	ENSG00000122359	ENST00000856389	TF
ANXA11	ENSG00000122359	ENST00000856390	TF
ANXA11	ENSG00000122359	ENST00000856391	TF
ANXA11	ENSG00000122359	ENST00000856392	TF
ANXA11	ENSG00000122359	ENST00000856393	TF
ANXA11	ENSG00000122359	ENST00000856394	TF
ANXA11	ENSG00000122359	ENST00000856395	TF
ANXA11	ENSG00000122359	ENST00000856396	TF
ANXA11	ENSG00000122359	ENST00000856397	TF
ANXA11	ENSG00000122359	ENST00000856398	TF
ANXA11	ENSG00000122359	ENST00000856399	TF
ANXA11	ENSG00000122359	ENST00000856400	TF
ANXA11	ENSG00000122359	ENST00000856401	TF
ANXA11	ENSG00000122359	ENST00000856402	TF
ANXA11	ENSG00000122359	ENST00000856403	TF
ANXA11	ENSG00000122359	ENST00000856404	TF
ANXA11	ENSG00000122359	ENST00000856405	TF
ANXA11	ENSG00000122359	ENST00000856406	TF
ANXA11	ENSG00000122359	ENST00000856407	TF
ANXA11	ENSG00000122359	ENST00000856408	TF
ANXA11	ENSG00000122359	ENST00000856409	TF
ANXA11	ENSG00000122359	ENST00000856410	TF
ANXA11	ENSG00000122359	ENST00000856411	TF
ANXA11	ENSG00000122359	ENST00000856412	TF
ANXA11	ENSG00000122359	ENST00000856413	TF
ANXA11	ENSG00000122359	ENST00000856414	TF
ANXA11	ENSG00000122359	ENST00000856415	TF
ANXA11	ENSG00000122359	ENST00000918175	TF
ANXA11	ENSG00000122359	ENST00000918176	TF
ANXA11	ENSG00000122359	ENST00000963276	TF
ANXA11	ENSG00000122359	ENST00000963277	TF
ANXA11	ENSG00000122359	ENST00000963278	TF
ANXA11	ENSG00000122359	ENST00000963279	TF
ANXA11	ENSG00000122359	ENST00000963280	TF
ANXA11	ENSG00000122359	ENST00000963281	TF
ANXA11	ENSG00000122359	ENST00000963282	TF
ANXA11	ENSG00000122359	ENST00000963283	TF
ANXA11	ENSG00000122359	ENST00000963284	TF
ANXA11	ENSG00000122359	ENST00000963285	TF
ANXA11	ENSG00000122359	ENST00000963286	TF
ANXA11	ENSG00000122359	ENST00000963287	TF
ANXA11	ENSG00000122359	ENST00000963288	TF
ANXA11	ENSG00000122359	ENST00000963289	TF
ANXA11	ENSG00000122359	ENST00000963290	TF
ANXA11	ENSG00000122359	ENST00000963291	TF
ANXA11	ENSG00000122359	ENST00000963292	TF
ANXA11	ENSG00000122359	ENST00000963293	TF
ANXA11	ENSG00000122359	ENST00000963294	TF
ANXA11	ENSG00000122359	ENST00000963295	TF
ANXA11	ENSG00000122359	ENST00000963296	TF
APEX1	ENSG00000291796	ENST00000708787	TF
APEX1	ENSG00000291796	ENST00000708788	TF
APEX1	ENSG00000291796	ENST00000708789	TF
APEX1	ENSG00000291796	ENST00000708790	TF
APEX1	ENSG00000291796	ENST00000708791	TF
APEX1	ENSG00000291796	ENST00000708792	TF
APEX1	ENSG00000291796	ENST00000708793	TF
APEX1	ENSG00000291796	ENST00000708794	TF
APEX1	ENSG00000291796	ENST00000708795	TF
APEX1	ENSG00000291796	ENST00000708796	TF
APEX1	ENSG00000291796	ENST00000708797	TF
APEX1	ENSG00000291796	ENST00000708798	TF
APEX1	ENSG00000291796	ENST00000708799	TF
APEX1	ENSG00000291796	ENST00000708800	TF
APEX1	ENSG00000291796	ENST00000708801	TF
APEX1	ENSG00000291796	ENST00000708802	TF
APEX1	ENSG00000291796	ENST00000708803	TF
APEX1	ENSG00000291796	ENST00000708804	TF
APEX1	ENSG00000291796	ENST00000708805	TF
APEX1	ENSG00000291796	ENST00000708806	TF
APEX1	ENSG00000100823	ENST00000555414	TF
APEX1	ENSG00000100823	ENST00000553681	TF
APEX1	ENSG00000100823	ENST00000554813	TF
APEX1	ENSG00000100823	ENST00000556296	TF
APEX1	ENSG00000100823	ENST00000557344	TF
APEX1	ENSG00000100823	ENST00000555306	TF
APEX1	ENSG00000100823	ENST00000553555	TF
APEX1	ENSG00000100823	ENST00000216714	TF
APEX1	ENSG00000100823	ENST00000398030	TF
APEX1	ENSG00000100823	ENST00000554325	TF
APEX1	ENSG00000100823	ENST00000557181	TF
APEX1	ENSG00000100823	ENST00000555839	TF
APEX1	ENSG00000100823	ENST00000557159	TF
APEX1	ENSG00000100823	ENST00000553368	TF
APEX1	ENSG00000100823	ENST00000556054	TF
APEX1	ENSG00000100823	ENST00000557054	TF
APEX1	ENSG00000100823	ENST00000557592	TF
APEX1	ENSG00000100823	ENST00000557365	TF
APEX1	ENSG00000100823	ENST00000557150	TF
APEX1	ENSG00000100823	ENST00000438886	TF
APEX1	ENSG00000100823	ENST00000899615	TF
APEX1	ENSG00000100823	ENST00000899616	TF
APEX1	ENSG00000100823	ENST00000899617	TF
APEX1	ENSG00000100823	ENST00000899618	TF
APEX1	ENSG00000100823	ENST00000899619	TF
APEX1	ENSG00000100823	ENST00000899620	TF
APEX1	ENSG00000100823	ENST00000936687	TF
APEX1	ENSG00000100823	ENST00000936688	TF
APEX1	ENSG00000100823	ENST00000936689	TF
APEX1	ENSG00000100823	ENST00000936690	TF
APEX1	ENSG00000100823	ENST00000936691	TF
APEX1	ENSG00000100823	ENST00000936692	TF
APEX1	ENSG00000100823	ENST00000936693	TF
APEX1	ENSG00000100823	ENST00000936694	TF
APEX1	ENSG00000100823	ENST00000936695	TF
APEX1	ENSG00000100823	ENST00000956430	TF
APEX2	ENSG00000169188	ENST00000374987	TF
APEX2	ENSG00000169188	ENST00000471758	TF
APEX2	ENSG00000169188	ENST00000886736	TF
APEX2	ENSG00000169188	ENST00000919357	TF
APEX2	ENSG00000169188	ENST00000919358	TF
AR	ENSG00000169083	ENST00000396043	TF
AR	ENSG00000169083	ENST00000374690	TF
AR	ENSG00000169083	ENST00000612452	TF
AR	ENSG00000169083	ENST00000513847	TF
AR	ENSG00000169083	ENST00000504326	TF
AR	ENSG00000169083	ENST00000514029	TF
AR	ENSG00000169083	ENST00000613054	TF
AR	ENSG00000169083	ENST00000396044	TF
AR	ENSG00000169083	ENST00000853518	TF
AR	ENSG00000169083	ENST00000853519	TF
ARFGAP1	ENSG00000101199	ENST00000519273	TF
ARFGAP1	ENSG00000101199	ENST00000519604	TF
ARFGAP1	ENSG00000101199	ENST00000523114	TF
ARFGAP1	ENSG00000101199	ENST00000547204	TF
ARFGAP1	ENSG00000101199	ENST00000522959	TF
ARFGAP1	ENSG00000101199	ENST00000549047	TF
ARFGAP1	ENSG00000101199	ENST00000523460	TF
ARFGAP1	ENSG00000101199	ENST00000370283	TF
ARFGAP1	ENSG00000101199	ENST00000520485	TF
ARFGAP1	ENSG00000101199	ENST00000524192	TF
ARFGAP1	ENSG00000101199	ENST00000519531	TF
ARFGAP1	ENSG00000101199	ENST00000370275	TF
ARFGAP1	ENSG00000101199	ENST00000518601	TF
ARFGAP1	ENSG00000101199	ENST00000353546	TF
ARFGAP1	ENSG00000101199	ENST00000522403	TF
ARFGAP1	ENSG00000101199	ENST00000550188	TF
ARFGAP1	ENSG00000101199	ENST00000518794	TF
ARFGAP1	ENSG00000101199	ENST00000468975	TF
ARFGAP1	ENSG00000101199	ENST00000520022	TF
ARFGAP1	ENSG00000101199	ENST00000518691	TF
ARFGAP1	ENSG00000101199	ENST00000518618	TF
ARFGAP1	ENSG00000101199	ENST00000395285	TF
ARFGAP1	ENSG00000101199	ENST00000549076	TF
ARFGAP1	ENSG00000101199	ENST00000906860	TF
ARFGAP1	ENSG00000101199	ENST00000906861	TF
ARFGAP1	ENSG00000101199	ENST00000906862	TF
ARFGAP1	ENSG00000101199	ENST00000906863	TF
ARFGAP1	ENSG00000101199	ENST00000906864	TF
ARFGAP1	ENSG00000101199	ENST00000906865	TF
ARFGAP1	ENSG00000101199	ENST00000906866	TF
ARFGAP1	ENSG00000101199	ENST00000906867	TF
ARFGAP1	ENSG00000101199	ENST00000906868	TF
ARFGAP1	ENSG00000101199	ENST00000906869	TF
ARFGAP1	ENSG00000101199	ENST00000940137	TF
ARFGAP1	ENSG00000101199	ENST00000940138	TF
ARFGAP1	ENSG00000101199	ENST00000940139	TF
ARFGAP1	ENSG00000101199	ENST00000940140	TF
ARFGAP1	ENSG00000101199	ENST00000940141	TF
ARFGAP1	ENSG00000101199	ENST00000940142	TF
ARFGAP1	ENSG00000101199	ENST00000940143	TF
ARFGAP1	ENSG00000101199	ENST00000946862	TF
ARFGAP1	ENSG00000101199	ENST00000946863	TF
ARG1	ENSG00000118520	ENST00000672052	TF
ARG1	ENSG00000118520	ENST00000673234	TF
ARG1	ENSG00000118520	ENST00000672233	TF
ARG1	ENSG00000118520	ENST00000469293	TF
ARG1	ENSG00000118520	ENST00000356962	TF
ARG1	ENSG00000118520	ENST00000275196	TF
ARG1	ENSG00000118520	ENST00000368087	TF
ARG1	ENSG00000118520	ENST00000673427	TF
ARG1	ENSG00000118520	ENST00000498260	TF
ARG1	ENSG00000118520	ENST00000484820	TF
ARG1	ENSG00000118520	ENST00000875750	TF
ARG1	ENSG00000118520	ENST00000875751	TF
