Regulator_name	Gene stable ID	Transcript stable ID	Regulator_type
IKZF1	ENSG00000185811	ENST00000858060	TF
IKZF1	ENSG00000185811	ENST00000858061	TF
IKZF1	ENSG00000185811	ENST00000858062	TF
IKZF1	ENSG00000185811	ENST00000858063	TF
IKZF1	ENSG00000185811	ENST00000858064	TF
IKZF1	ENSG00000185811	ENST00000858065	TF
IKZF1	ENSG00000185811	ENST00000971279	TF
IKZF1	ENSG00000185811	ENST00000971280	TF
IKZF2	ENSG00000030419	ENST00000451136	TF
IKZF2	ENSG00000030419	ENST00000457361	TF
IKZF2	ENSG00000030419	ENST00000434687	TF
IKZF2	ENSG00000030419	ENST00000342002	TF
IKZF2	ENSG00000030419	ENST00000484040	TF
IKZF2	ENSG00000030419	ENST00000374319	TF
IKZF2	ENSG00000030419	ENST00000453575	TF
IKZF2	ENSG00000030419	ENST00000374326	TF
IKZF2	ENSG00000030419	ENST00000412444	TF
IKZF2	ENSG00000030419	ENST00000439848	TF
IKZF2	ENSG00000030419	ENST00000431520	TF
IKZF2	ENSG00000030419	ENST00000433134	TF
IKZF2	ENSG00000030419	ENST00000452786	TF
IKZF2	ENSG00000030419	ENST00000442445	TF
IKZF2	ENSG00000030419	ENST00000852782	TF
IKZF2	ENSG00000030419	ENST00000852783	TF
IKZF2	ENSG00000030419	ENST00000852784	TF
IKZF2	ENSG00000030419	ENST00000852785	TF
IKZF2	ENSG00000030419	ENST00000852786	TF
IKZF2	ENSG00000030419	ENST00000852787	TF
IKZF2	ENSG00000030419	ENST00000852788	TF
IKZF2	ENSG00000030419	ENST00000852789	TF
IKZF2	ENSG00000030419	ENST00000852790	TF
IKZF2	ENSG00000030419	ENST00000852791	TF
IKZF2	ENSG00000030419	ENST00000852792	TF
IKZF2	ENSG00000030419	ENST00000969329	TF
IKZF2	ENSG00000030419	ENST00000969330	TF
IKZF2	ENSG00000030419	ENST00000969331	TF
IKZF3	ENSG00000161405	ENST00000377958	TF
IKZF3	ENSG00000161405	ENST00000346872	TF
IKZF3	ENSG00000161405	ENST00000623724	TF
IKZF3	ENSG00000161405	ENST00000293068	TF
IKZF3	ENSG00000161405	ENST00000348427	TF
IKZF3	ENSG00000161405	ENST00000377944	TF
IKZF3	ENSG00000161405	ENST00000377945	TF
IKZF3	ENSG00000161405	ENST00000377952	TF
IKZF3	ENSG00000161405	ENST00000394189	TF
IKZF3	ENSG00000161405	ENST00000439167	TF
IKZF3	ENSG00000161405	ENST00000535189	TF
IKZF3	ENSG00000161405	ENST00000583368	TF
IKZF3	ENSG00000161405	ENST00000346243	TF
IKZF3	ENSG00000161405	ENST00000350532	TF
IKZF3	ENSG00000161405	ENST00000351680	TF
IKZF3	ENSG00000161405	ENST00000467757	TF
IKZF3	ENSG00000161405	ENST00000439016	TF
IKZF4	ENSG00000123411	ENST00000262032	TF
IKZF4	ENSG00000123411	ENST00000548601	TF
IKZF4	ENSG00000123411	ENST00000550860	TF
IKZF4	ENSG00000123411	ENST00000552689	TF
IKZF4	ENSG00000123411	ENST00000549519	TF
IKZF4	ENSG00000123411	ENST00000431367	TF
IKZF4	ENSG00000123411	ENST00000547167	TF
IKZF4	ENSG00000123411	ENST00000551103	TF
IKZF4	ENSG00000123411	ENST00000547791	TF
IKZF4	ENSG00000123411	ENST00000547668	TF
IKZF4	ENSG00000123411	ENST00000551701	TF
IKZF4	ENSG00000123411	ENST00000551124	TF
IKZF4	ENSG00000123411	ENST00000547556	TF
IKZF4	ENSG00000123411	ENST00000936077	TF
IKZF5	ENSG00000095574	ENST00000368886	TF
IKZF5	ENSG00000095574	ENST00000617859	TF
IKZF5	ENSG00000095574	ENST00000496605	TF
IKZF5	ENSG00000095574	ENST00000469821	TF
IKZF5	ENSG00000095574	ENST00000479103	TF
IKZF5	ENSG00000095574	ENST00000904850	TF
IKZF5	ENSG00000095574	ENST00000904851	TF
IKZF5	ENSG00000095574	ENST00000904852	TF
IKZF5	ENSG00000095574	ENST00000904853	TF
IKZF5	ENSG00000095574	ENST00000904854	TF
IKZF5	ENSG00000095574	ENST00000904855	TF
IKZF5	ENSG00000095574	ENST00000904856	TF
IKZF5	ENSG00000095574	ENST00000904857	TF
IKZF5	ENSG00000095574	ENST00000934440	TF
IKZF5	ENSG00000095574	ENST00000934441	TF
IKZF5	ENSG00000095574	ENST00000934442	TF
IKZF5	ENSG00000095574	ENST00000934443	TF
IL21	ENSG00000138684	ENST00000648588	TF
IL21	ENSG00000138684	ENST00000647784	TF
IL21	ENSG00000138684	ENST00000611104	TF
IL24	ENSG00000162892	ENST00000391929	TF
IL24	ENSG00000162892	ENST00000294984	TF
IL24	ENSG00000162892	ENST00000611909	TF
IL24	ENSG00000162892	ENST00000367093	TF
IL24	ENSG00000162892	ENST00000367095	TF
IL24	ENSG00000162892	ENST00000491169	TF
IL24	ENSG00000162892	ENST00000480741	TF
ILF2	ENSG00000143621	ENST00000361891	TF
ILF2	ENSG00000143621	ENST00000615950	TF
ILF2	ENSG00000143621	ENST00000480213	TF
ILF2	ENSG00000143621	ENST00000368684	TF
ILF2	ENSG00000143621	ENST00000368681	TF
ILF2	ENSG00000143621	ENST00000903915	TF
ILF2	ENSG00000143621	ENST00000903916	TF
ILF2	ENSG00000143621	ENST00000903917	TF
ILF2	ENSG00000143621	ENST00000903918	TF
ILF2	ENSG00000143621	ENST00000911663	TF
ILF2	ENSG00000143621	ENST00000911664	TF
ILF2	ENSG00000143621	ENST00000911665	TF
ILF2	ENSG00000143621	ENST00000911666	TF
ILF2	ENSG00000143621	ENST00000911667	TF
ILF2	ENSG00000143621	ENST00000911668	TF
ILF2	ENSG00000143621	ENST00000911669	TF
ILF2	ENSG00000143621	ENST00000911670	TF
ILF2	ENSG00000143621	ENST00000911671	TF
ILF2	ENSG00000143621	ENST00000962112	TF
ING3	ENSG00000071243	ENST00000315870	TF
ING3	ENSG00000071243	ENST00000339121	TF
ING3	ENSG00000071243	ENST00000427726	TF
ING3	ENSG00000071243	ENST00000445699	TF
ING3	ENSG00000071243	ENST00000431467	TF
ING3	ENSG00000071243	ENST00000497502	TF
ING3	ENSG00000071243	ENST00000875858	TF
ING3	ENSG00000071243	ENST00000875859	TF
ING4	ENSG00000111653	ENST00000341550	TF
ING4	ENSG00000111653	ENST00000619641	TF
ING4	ENSG00000111653	ENST00000396807	TF
ING4	ENSG00000111653	ENST00000446105	TF
ING4	ENSG00000111653	ENST00000486287	TF
ING4	ENSG00000111653	ENST00000484795	TF
ING4	ENSG00000111653	ENST00000482489	TF
ING4	ENSG00000111653	ENST00000469749	TF
ING4	ENSG00000111653	ENST00000472002	TF
ING4	ENSG00000111653	ENST00000488381	TF
ING4	ENSG00000111653	ENST00000412586	TF
ING4	ENSG00000111653	ENST00000423703	TF
ING4	ENSG00000111653	ENST00000444704	TF
ING4	ENSG00000111653	ENST00000437149	TF
ING4	ENSG00000111653	ENST00000467678	TF
ING4	ENSG00000111653	ENST00000479301	TF
ING4	ENSG00000111653	ENST00000493873	TF
ING4	ENSG00000111653	ENST00000493267	TF
ING4	ENSG00000111653	ENST00000906757	TF
ING4	ENSG00000111653	ENST00000906758	TF
ING4	ENSG00000111653	ENST00000906759	TF
ING4	ENSG00000111653	ENST00000906760	TF
ING4	ENSG00000111653	ENST00000906761	TF
ING4	ENSG00000111653	ENST00000906762	TF
ING4	ENSG00000111653	ENST00000906763	TF
ING4	ENSG00000111653	ENST00000906764	TF
INSM1	ENSG00000173404	ENST00000310227	TF
INSM2	ENSG00000168348	ENST00000307169	TF
IRF1	ENSG00000125347	ENST00000679921	TF
IRF1	ENSG00000125347	ENST00000679762	TF
IRF1	ENSG00000125347	ENST00000681634	TF
IRF1	ENSG00000125347	ENST00000443093	TF
IRF1	ENSG00000125347	ENST00000680594	TF
IRF1	ENSG00000125347	ENST00000679964	TF
IRF1	ENSG00000125347	ENST00000679786	TF
IRF1	ENSG00000125347	ENST00000679945	TF
IRF1	ENSG00000125347	ENST00000681049	TF
IRF1	ENSG00000125347	ENST00000680380	TF
IRF1	ENSG00000125347	ENST00000245414	TF
IRF1	ENSG00000125347	ENST00000472045	TF
IRF1	ENSG00000125347	ENST00000405885	TF
IRF1	ENSG00000125347	ENST00000680139	TF
IRF1	ENSG00000125347	ENST00000681240	TF
IRF1	ENSG00000125347	ENST00000681336	TF
IRF1	ENSG00000125347	ENST00000680562	TF
IRF1	ENSG00000125347	ENST00000681694	TF
IRF1	ENSG00000125347	ENST00000680903	TF
IRF1	ENSG00000125347	ENST00000681595	TF
IRF1	ENSG00000125347	ENST00000679743	TF
IRF1	ENSG00000125347	ENST00000681715	TF
IRF1	ENSG00000125347	ENST00000679860	TF
IRF1	ENSG00000125347	ENST00000681462	TF
IRF1	ENSG00000125347	ENST00000613424	TF
IRF1	ENSG00000125347	ENST00000681197	TF
IRF1	ENSG00000125347	ENST00000681458	TF
IRF1	ENSG00000125347	ENST00000679700	TF
IRF1	ENSG00000125347	ENST00000459982	TF
IRF1	ENSG00000125347	ENST00000681749	TF
IRF1	ENSG00000125347	ENST00000680237	TF
IRF1	ENSG00000125347	ENST00000437654	TF
IRF1	ENSG00000125347	ENST00000458069	TF
IRF1	ENSG00000125347	ENST00000679633	TF
IRF1	ENSG00000125347	ENST00000439555	TF
IRF1	ENSG00000125347	ENST00000679820	TF
IRF1	ENSG00000125347	ENST00000679620	TF
IRF1	ENSG00000125347	ENST00000476613	TF
IRF1	ENSG00000125347	ENST00000681573	TF
IRF1	ENSG00000125347	ENST00000679499	TF
IRF1	ENSG00000125347	ENST00000680352	TF
IRF1	ENSG00000125347	ENST00000493208	TF
IRF1	ENSG00000125347	ENST00000679440	TF
IRF1	ENSG00000125347	ENST00000681584	TF
IRF1	ENSG00000125347	ENST00000680796	TF
IRF1	ENSG00000125347	ENST00000463784	TF
IRF1	ENSG00000125347	ENST00000680848	TF
IRF1	ENSG00000125347	ENST00000679522	TF
IRF1	ENSG00000125347	ENST00000681603	TF
IRF1	ENSG00000125347	ENST00000679500	TF
IRF1	ENSG00000125347	ENST00000886279	TF
IRF1	ENSG00000125347	ENST00000886280	TF
IRF1	ENSG00000125347	ENST00000886281	TF
IRF1	ENSG00000125347	ENST00000965376	TF
IRF2	ENSG00000168310	ENST00000696840	TF
IRF2	ENSG00000168310	ENST00000696841	TF
IRF2	ENSG00000168310	ENST00000696842	TF
IRF2	ENSG00000168310	ENST00000696843	TF
IRF2	ENSG00000168310	ENST00000502750	TF
IRF2	ENSG00000168310	ENST00000696844	TF
IRF2	ENSG00000168310	ENST00000696845	TF
IRF2	ENSG00000168310	ENST00000393593	TF
IRF2	ENSG00000168310	ENST00000696846	TF
IRF2	ENSG00000168310	ENST00000696847	TF
IRF2	ENSG00000168310	ENST00000696848	TF
IRF2	ENSG00000168310	ENST00000505067	TF
IRF2	ENSG00000168310	ENST00000510814	TF
IRF2	ENSG00000168310	ENST00000696849	TF
IRF2	ENSG00000168310	ENST00000696850	TF
IRF2	ENSG00000168310	ENST00000696851	TF
IRF2	ENSG00000168310	ENST00000696852	TF
IRF2	ENSG00000168310	ENST00000696853	TF
IRF2	ENSG00000168310	ENST00000504340	TF
IRF2	ENSG00000168310	ENST00000507523	TF
IRF2	ENSG00000168310	ENST00000512020	TF
IRF2	ENSG00000168310	ENST00000506230	TF
IRF2	ENSG00000168310	ENST00000509274	TF
IRF2	ENSG00000168310	ENST00000883917	TF
IRF2	ENSG00000168310	ENST00000883918	TF
IRF2	ENSG00000168310	ENST00000883919	TF
IRF2	ENSG00000168310	ENST00000883920	TF
IRF2	ENSG00000168310	ENST00000956294	TF
IRF2	ENSG00000168310	ENST00000956295	TF
IRF2	ENSG00000168310	ENST00000956296	TF
IRF3	ENSG00000126456	ENST00000599680	TF
IRF3	ENSG00000126456	ENST00000442265	TF
IRF3	ENSG00000126456	ENST00000309877	TF
IRF3	ENSG00000126456	ENST00000600911	TF
IRF3	ENSG00000126456	ENST00000596822	TF
IRF3	ENSG00000126456	ENST00000601291	TF
IRF3	ENSG00000126456	ENST00000601373	TF
IRF3	ENSG00000126456	ENST00000377139	TF
IRF3	ENSG00000126456	ENST00000597198	TF
IRF3	ENSG00000126456	ENST00000596644	TF
IRF3	ENSG00000126456	ENST00000597636	TF
IRF3	ENSG00000126456	ENST00000593922	TF
IRF3	ENSG00000126456	ENST00000596765	TF
IRF3	ENSG00000126456	ENST00000599223	TF
IRF3	ENSG00000126456	ENST00000600022	TF
IRF3	ENSG00000126456	ENST00000599144	TF
IRF3	ENSG00000126456	ENST00000598808	TF
IRF3	ENSG00000126456	ENST00000596756	TF
IRF3	ENSG00000126456	ENST00000602190	TF
IRF3	ENSG00000126456	ENST00000598108	TF
IRF3	ENSG00000126456	ENST00000595034	TF
IRF3	ENSG00000126456	ENST00000593818	TF
IRF3	ENSG00000126456	ENST00000593337	TF
IRF3	ENSG00000126456	ENST00000595240	TF
IRF3	ENSG00000126456	ENST00000594387	TF
IRF3	ENSG00000126456	ENST00000601809	TF
IRF3	ENSG00000126456	ENST00000596788	TF
IRF3	ENSG00000126456	ENST00000597369	TF
IRF3	ENSG00000126456	ENST00000600453	TF
IRF3	ENSG00000126456	ENST00000597180	TF
IRF3	ENSG00000126456	ENST00000890747	TF
IRF3	ENSG00000126456	ENST00000890748	TF
IRF3	ENSG00000126456	ENST00000890749	TF
IRF3	ENSG00000126456	ENST00000890750	TF
IRF3	ENSG00000126456	ENST00000890751	TF
IRF3	ENSG00000126456	ENST00000921360	TF
IRF3	ENSG00000126456	ENST00000921361	TF
IRF3	ENSG00000126456	ENST00000921362	TF
IRF3	ENSG00000126456	ENST00000942552	TF
IRF3	ENSG00000126456	ENST00000942553	TF
IRF4	ENSG00000137265	ENST00000696871	TF
IRF4	ENSG00000137265	ENST00000468485	TF
IRF4	ENSG00000137265	ENST00000696872	TF
IRF4	ENSG00000137265	ENST00000380956	TF
IRF4	ENSG00000137265	ENST00000696873	TF
IRF4	ENSG00000137265	ENST00000495137	TF
IRF4	ENSG00000137265	ENST00000493114	TF
IRF4	ENSG00000137265	ENST00000469834	TF
IRF4	ENSG00000137265	ENST00000866553	TF
IRF4	ENSG00000137265	ENST00000866554	TF
IRF5	ENSG00000128604	ENST00000652525	TF
IRF5	ENSG00000128604	ENST00000489702	TF
IRF5	ENSG00000128604	ENST00000700148	TF
IRF5	ENSG00000128604	ENST00000357234	TF
IRF5	ENSG00000128604	ENST00000488569	TF
IRF5	ENSG00000128604	ENST00000477535	TF
IRF5	ENSG00000128604	ENST00000479582	TF
IRF5	ENSG00000128604	ENST00000464557	TF
IRF5	ENSG00000128604	ENST00000461416	TF
IRF5	ENSG00000128604	ENST00000402030	TF
IRF5	ENSG00000128604	ENST00000473787	TF
IRF5	ENSG00000128604	ENST00000652142	TF
IRF5	ENSG00000128604	ENST00000650798	TF
IRF5	ENSG00000128604	ENST00000700149	TF
IRF5	ENSG00000128604	ENST00000700150	TF
IRF5	ENSG00000128604	ENST00000467002	TF
IRF5	ENSG00000128604	ENST00000473745	TF
IRF5	ENSG00000128604	ENST00000465603	TF
IRF5	ENSG00000128604	ENST00000700151	TF
IRF5	ENSG00000128604	ENST00000700152	TF
IRF5	ENSG00000128604	ENST00000700153	TF
IRF5	ENSG00000128604	ENST00000700154	TF
IRF5	ENSG00000128604	ENST00000898739	TF
IRF5	ENSG00000128604	ENST00000898740	TF
IRF5	ENSG00000128604	ENST00000898741	TF
IRF5	ENSG00000128604	ENST00000898742	TF
IRF5	ENSG00000128604	ENST00000898743	TF
IRF5	ENSG00000128604	ENST00000898744	TF
IRF5	ENSG00000128604	ENST00000898745	TF
IRF5	ENSG00000128604	ENST00000898746	TF
IRF5	ENSG00000128604	ENST00000898747	TF
IRF5	ENSG00000128604	ENST00000956592	TF
IRF5	ENSG00000128604	ENST00000956593	TF
IRF5	ENSG00000128604	ENST00000956594	TF
IRF6	ENSG00000117595	ENST00000367021	TF
IRF6	ENSG00000117595	ENST00000542854	TF
IRF6	ENSG00000117595	ENST00000696134	TF
IRF6	ENSG00000117595	ENST00000643798	TF
IRF6	ENSG00000117595	ENST00000456314	TF
IRF6	ENSG00000117595	ENST00000464698	TF
IRF6	ENSG00000117595	ENST00000863915	TF
IRF6	ENSG00000117595	ENST00000863916	TF
IRF6	ENSG00000117595	ENST00000863917	TF
IRF6	ENSG00000117595	ENST00000863918	TF
IRF6	ENSG00000117595	ENST00000927431	TF
IRF6	ENSG00000117595	ENST00000950196	TF
IRF6	ENSG00000117595	ENST00000950197	TF
IRF6	ENSG00000117595	ENST00000950198	TF
IRF7	ENSG00000276561	ENST00000631879	TF
IRF7	ENSG00000276561	ENST00000633943	TF
IRF7	ENSG00000276561	ENST00000621391	TF
IRF7	ENSG00000276561	ENST00000633274	TF
IRF7	ENSG00000276561	ENST00000632753	TF
IRF7	ENSG00000276561	ENST00000634105	TF
IRF7	ENSG00000276561	ENST00000633006	TF
IRF7	ENSG00000276561	ENST00000632827	TF
IRF7	ENSG00000276561	ENST00000632194	TF
IRF7	ENSG00000276561	ENST00000632853	TF
IRF7	ENSG00000276561	ENST00000633855	TF
IRF7	ENSG00000276561	ENST00000632816	TF
IRF7	ENSG00000276561	ENST00000633869	TF
IRF7	ENSG00000276561	ENST00000631944	TF
IRF7	ENSG00000276561	ENST00000612534	TF
IRF7	ENSG00000276561	ENST00000617397	TF
IRF7	ENSG00000185507	ENST00000528413	TF
IRF7	ENSG00000185507	ENST00000397566	TF
IRF7	ENSG00000185507	ENST00000348655	TF
IRF7	ENSG00000185507	ENST00000525445	TF
IRF7	ENSG00000185507	ENST00000533182	TF
IRF7	ENSG00000185507	ENST00000397570	TF
IRF7	ENSG00000185507	ENST00000469048	TF
IRF7	ENSG00000185507	ENST00000531912	TF
IRF7	ENSG00000185507	ENST00000330243	TF
IRF7	ENSG00000185507	ENST00000532326	TF
IRF7	ENSG00000185507	ENST00000525750	TF
IRF7	ENSG00000185507	ENST00000532788	TF
IRF7	ENSG00000185507	ENST00000527160	TF
IRF7	ENSG00000185507	ENST00000532096	TF
IRF7	ENSG00000185507	ENST00000649187	TF
IRF7	ENSG00000185507	ENST00000647801	TF
IRF7	ENSG00000185507	ENST00000533190	TF
IRF7	ENSG00000185507	ENST00000858980	TF
IRF7	ENSG00000185507	ENST00000858981	TF
IRF7	ENSG00000185507	ENST00000858982	TF
IRF7	ENSG00000185507	ENST00000858983	TF
IRF7	ENSG00000185507	ENST00000935320	TF
IRF7	ENSG00000185507	ENST00000971586	TF
IRF7	ENSG00000185507	ENST00000971587	TF
IRF7	ENSG00000185507	ENST00000971588	TF
IRF7	ENSG00000185507	ENST00000971589	TF
IRF8	ENSG00000140968	ENST00000696884	TF
IRF8	ENSG00000140968	ENST00000268638	TF
IRF8	ENSG00000140968	ENST00000565552	TF
IRF8	ENSG00000140968	ENST00000566369	TF
IRF8	ENSG00000140968	ENST00000696885	TF
IRF8	ENSG00000140968	ENST00000696886	TF
IRF8	ENSG00000140968	ENST00000570088	TF
IRF8	ENSG00000140968	ENST00000696887	TF
IRF8	ENSG00000140968	ENST00000563180	TF
IRF8	ENSG00000140968	ENST00000564617	TF
IRF8	ENSG00000140968	ENST00000564803	TF
IRF8	ENSG00000140968	ENST00000696888	TF
IRF8	ENSG00000140968	ENST00000696889	TF
IRF8	ENSG00000140968	ENST00000564056	TF
IRF8	ENSG00000140968	ENST00000696890	TF
IRF8	ENSG00000140968	ENST00000569607	TF
IRF8	ENSG00000140968	ENST00000569145	TF
IRF8	ENSG00000140968	ENST00000562492	TF
IRF8	ENSG00000140968	ENST00000859220	TF
IRF8	ENSG00000140968	ENST00000859221	TF
IRF8	ENSG00000140968	ENST00000859222	TF
IRF8	ENSG00000140968	ENST00000955394	TF
IRF8	ENSG00000140968	ENST00000955395	TF
IRF8	ENSG00000140968	ENST00000955396	TF
IRF8	ENSG00000140968	ENST00000955397	TF
IRF8	ENSG00000140968	ENST00000955398	TF
IRF9	ENSG00000285048	ENST00000646071	TF
IRF9	ENSG00000285048	ENST00000643458	TF
IRF9	ENSG00000285048	ENST00000642897	TF
IRF9	ENSG00000285048	ENST00000642362	TF
IRF9	ENSG00000285048	ENST00000644396	TF
IRF9	ENSG00000285048	ENST00000645875	TF
IRF9	ENSG00000285048	ENST00000643353	TF
IRF9	ENSG00000285048	ENST00000643109	TF
IRF9	ENSG00000285048	ENST00000645216	TF
IRF9	ENSG00000285048	ENST00000647272	TF
IRF9	ENSG00000285048	ENST00000647149	TF
IRF9	ENSG00000285048	ENST00000645044	TF
IRF9	ENSG00000285048	ENST00000646067	TF
IRF9	ENSG00000285048	ENST00000645993	TF
IRF9	ENSG00000285048	ENST00000645060	TF
IRF9	ENSG00000213928	ENST00000561415	TF
IRF9	ENSG00000213928	ENST00000324076	TF
IRF9	ENSG00000213928	ENST00000561342	TF
IRF9	ENSG00000213928	ENST00000560311	TF
IRF9	ENSG00000213928	ENST00000699049	TF
IRF9	ENSG00000213928	ENST00000699063	TF
IRF9	ENSG00000213928	ENST00000698997	TF
IRF9	ENSG00000213928	ENST00000698995	TF
IRF9	ENSG00000213928	ENST00000698996	TF
IRF9	ENSG00000213928	ENST00000396864	TF
IRF9	ENSG00000213928	ENST00000699018	TF
IRF9	ENSG00000213928	ENST00000699076	TF
IRF9	ENSG00000213928	ENST00000699015	TF
IRF9	ENSG00000213928	ENST00000557894	TF
IRF9	ENSG00000213928	ENST00000699077	TF
IRF9	ENSG00000213928	ENST00000699099	TF
IRF9	ENSG00000213928	ENST00000699064	TF
IRF9	ENSG00000213928	ENST00000699065	TF
IRF9	ENSG00000213928	ENST00000699016	TF
IRF9	ENSG00000213928	ENST00000560365	TF
IRF9	ENSG00000213928	ENST00000699017	TF
IRF9	ENSG00000213928	ENST00000561412	TF
IRF9	ENSG00000213928	ENST00000560275	TF
IRF9	ENSG00000213928	ENST00000699100	TF
IRF9	ENSG00000213928	ENST00000561009	TF
IRF9	ENSG00000213928	ENST00000699078	TF
IRF9	ENSG00000213928	ENST00000699066	TF
IRF9	ENSG00000213928	ENST00000559284	TF
IRF9	ENSG00000213928	ENST00000698998	TF
IRF9	ENSG00000213928	ENST00000699079	TF
IRF9	ENSG00000213928	ENST00000699080	TF
IRF9	ENSG00000213928	ENST00000699019	TF
IRF9	ENSG00000213928	ENST00000699081	TF
IRF9	ENSG00000213928	ENST00000699067	TF
IRF9	ENSG00000213928	ENST00000560542	TF
IRF9	ENSG00000213928	ENST00000699101	TF
IRF9	ENSG00000213928	ENST00000699102	TF
IRF9	ENSG00000213928	ENST00000699082	TF
IRF9	ENSG00000213928	ENST00000699068	TF
IRF9	ENSG00000213928	ENST00000699020	TF
IRF9	ENSG00000213928	ENST00000560852	TF
IRF9	ENSG00000213928	ENST00000699021	TF
IRF9	ENSG00000213928	ENST00000699069	TF
IRF9	ENSG00000213928	ENST00000699103	TF
IRF9	ENSG00000213928	ENST00000699070	TF
IRF9	ENSG00000213928	ENST00000699104	TF
IRF9	ENSG00000213928	ENST00000699071	TF
IRF9	ENSG00000213928	ENST00000699022	TF
IRF9	ENSG00000213928	ENST00000699105	TF
IRF9	ENSG00000213928	ENST00000699106	TF
IRF9	ENSG00000213928	ENST00000699083	TF
IRF9	ENSG00000213928	ENST00000699107	TF
IRF9	ENSG00000213928	ENST00000699108	TF
IRF9	ENSG00000213928	ENST00000699109	TF
IRF9	ENSG00000213928	ENST00000559863	TF
IRF9	ENSG00000213928	ENST00000699023	TF
IRF9	ENSG00000213928	ENST00000699178	TF
IRF9	ENSG00000213928	ENST00000699024	TF
IRF9	ENSG00000213928	ENST00000699025	TF
IRF9	ENSG00000213928	ENST00000699110	TF
IRF9	ENSG00000213928	ENST00000699072	TF
IRF9	ENSG00000213928	ENST00000699073	TF
IRF9	ENSG00000213928	ENST00000559229	TF
IRF9	ENSG00000213928	ENST00000699111	TF
IRF9	ENSG00000213928	ENST00000699179	TF
IRF9	ENSG00000213928	ENST00000699180	TF
IRF9	ENSG00000213928	ENST00000699181	TF
IRF9	ENSG00000213928	ENST00000699182	TF
IRF9	ENSG00000213928	ENST00000699183	TF
IRF9	ENSG00000213928	ENST00000699184	TF
IRF9	ENSG00000213928	ENST00000907730	TF
IRF9	ENSG00000213928	ENST00000907731	TF
IRF9	ENSG00000213928	ENST00000907732	TF
IRF9	ENSG00000213928	ENST00000907733	TF
IRF9	ENSG00000213928	ENST00000907734	TF
IRF9	ENSG00000213928	ENST00000907735	TF
IRF9	ENSG00000213928	ENST00000907736	TF
IRF9	ENSG00000213928	ENST00000907737	TF
IRF9	ENSG00000213928	ENST00000965754	TF
IRF9	ENSG00000213928	ENST00000965755	TF
IRF9	ENSG00000213928	ENST00000965756	TF
IRX1	ENSG00000170549	ENST00000302006	TF
IRX2	ENSG00000170561	ENST00000382611	TF
IRX2	ENSG00000170561	ENST00000302057	TF
IRX2	ENSG00000170561	ENST00000925245	TF
IRX3	ENSG00000177508	ENST00000329734	TF
IRX3	ENSG00000177508	ENST00000558054	TF
IRX3	ENSG00000177508	ENST00000558180	TF
IRX4	ENSG00000113430	ENST00000718124	TF
IRX4	ENSG00000113430	ENST00000718125	TF
IRX4	ENSG00000113430	ENST00000231357	TF
IRX4	ENSG00000113430	ENST00000513692	TF
IRX4	ENSG00000113430	ENST00000717757	TF
IRX4	ENSG00000113430	ENST00000717758	TF
IRX4	ENSG00000113430	ENST00000511126	TF
IRX4	ENSG00000113430	ENST00000505790	TF
IRX4	ENSG00000113430	ENST00000508261	TF
IRX4	ENSG00000113430	ENST00000505938	TF
IRX4	ENSG00000113430	ENST00000879326	TF
IRX4	ENSG00000113430	ENST00000879327	TF
IRX4	ENSG00000113430	ENST00000879328	TF
IRX4	ENSG00000113430	ENST00000919728	TF
IRX4	ENSG00000113430	ENST00000919729	TF
IRX4	ENSG00000113430	ENST00000919730	TF
IRX4	ENSG00000113430	ENST00000919731	TF
IRX4	ENSG00000113430	ENST00000950949	TF
IRX4	ENSG00000113430	ENST00000950950	TF
IRX4	ENSG00000113430	ENST00000950951	TF
IRX5	ENSG00000176842	ENST00000394636	TF
IRX5	ENSG00000176842	ENST00000560154	TF
IRX5	ENSG00000176842	ENST00000320990	TF
IRX5	ENSG00000176842	ENST00000558597	TF
IRX5	ENSG00000176842	ENST00000967637	TF
IRX6	ENSG00000159387	ENST00000290552	TF
IRX6	ENSG00000159387	ENST00000558315	TF
IRX6	ENSG00000159387	ENST00000869145	TF
IRX6	ENSG00000159387	ENST00000869146	TF
IRX6	ENSG00000159387	ENST00000869147	TF
IRX6	ENSG00000159387	ENST00000934845	TF
IRX6	ENSG00000159387	ENST00000944933	TF
IRX6	ENSG00000159387	ENST00000944934	TF
IRX6	ENSG00000159387	ENST00000944935	TF
IRX6	ENSG00000159387	ENST00000944936	TF
IRX6	ENSG00000159387	ENST00000944937	TF
IRX6	ENSG00000159387	ENST00000944938	TF
ISL1	ENSG00000016082	ENST00000230658	TF
ISL1	ENSG00000016082	ENST00000511384	TF
ISL1	ENSG00000016082	ENST00000505475	TF
ISL1	ENSG00000016082	ENST00000967706	TF
ISL2	ENSG00000159556	ENST00000290759	TF
ISL2	ENSG00000159556	ENST00000558656	TF
ISL2	ENSG00000159556	ENST00000558437	TF
ISX	ENSG00000175329	ENST00000404699	TF
ISX	ENSG00000175329	ENST00000308700	TF
ISX	ENSG00000175329	ENST00000885876	TF
ISX	ENSG00000175329	ENST00000958093	TF
IVD	ENSG00000128928	ENST00000650656	TF
IVD	ENSG00000128928	ENST00000651168	TF
IVD	ENSG00000128928	ENST00000610693	TF
IVD	ENSG00000128928	ENST00000479013	TF
IVD	ENSG00000128928	ENST00000487418	TF
IVD	ENSG00000128928	ENST00000558610	TF
IVD	ENSG00000128928	ENST00000473112	TF
